,Description of Filing (Date Filed),,Filer,
3785,Renewable Energy Resources (RES) Certification Application for its Generation Unit: Development Authority of the North Country (DANC),,"Innovative Energy Systems, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/3785page.html
3784,Renewable Energy Resources (RES) Certification Application for its Generation Unit: Colonie,,"Innovative Energy Systems, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/3784-InnovativeEnergy(10-27-06).pdf
3783,Renewable Energy Resources (RES) Certification Application for its Generation Unit: Seneca Falls,,Seneca Energy II LLC,http://www.ripuc.ri.gov/eventsactions/docket/3783-SenecaFalls(10-27-06).pdf
3782,Renewable Energy Resources (RES) Certification Application for its Generation Unit: Modern LFG,,"Modern Innovative Energy, LLC",http://www.ripuc.ri.gov/eventsactions/docket/3782-ModernInnovative(10-27-06).pdf
3781,Renewable Energy Resources (RES) Certification Application for its Generation Unit: Swan Falls,,Southern New Hampshire Hydroelectric Development Corp.,http://www.ripuc.ri.gov/eventsactions/docket/3781page.html
3780,Renewable Energy Resources (RES) Certification Application for its Generation Unit: Model City,,"Model City, LLC",http://www.ripuc.ri.gov/eventsactions/docket/3780-ModelCity(10-27-06).pdf
3779,2007 Demand Side Management Filing,,National Grid,http://www.ripuc.ri.gov/eventsactions/docket/3779page.html
3778,"Interconnection Agreement (ICA) and Amendment No. 1 to ICA between Verizon RI and Lightyear Network Solutions, LLC",,Verizon Rhode Island,
3777,"Interconnection Agreement between Verizon Rhode Island and CommPartners, LLC",,Verizon Rhode Island,
3776,2007 Demand Side Management Filing,,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/3776page.html
3775,"Rate filing application to generate additional revenues of $6,010,883 or 9.5% for debt service and debt service coverage",,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/3775page.html
3774,Renewable Energy Resources (RES) Certification Application for its Generation Unit: Higley Hydro,,Erie Boulevard Hydropower L.P.,http://www.ripuc.ri.gov/eventsactions/docket/3774-ErieBlvdHydro(10-6-06).pdf
3773,Tariff filing to propose to reduce the local directory assistance monthly call allowance for residence customers from five calls to three calls,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3773-VRI(10-2-06).pdf
3772,Tariff filing to propose price increases to certain Frame Relay Service rate elements,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3772-VRI(10-2-06).pdf
3771,Tariff Advice Filing to Revise Definition of Peak and Off-Peak Hours Under Certain General Service Rates,,National Grid,http://www.ripuc.ri.gov/eventsactions/docket/3771page.html
3770,Tariff filing to introduce a monthly recurring charge of $1.00 to the Sensible Minute optional toll calling plan,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3770-VRI(9-21-06).pdf
3769,Interconnection Agreement and Amendment No. 1 between Verizon RI and New Horizons Communications Corp.,,Verizon Rhode Island,
3768,Tariff filing proposal to reduce rates to the 2- and 3-year Term and Volume Packages Plans for Intergrated Services Digital Network - Primate Rate Interface (ISDN PRI),,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3768-VRI(9-1-06).pdf
3767,Tariff filing proposal to revise existing Enhance Flexgrow® Service Tariff,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3767-VRI(9-1-06).pdf
3766,"Gas Cost Recovery (""GCR"") Charge Filing",,National Grid,http://www.ripuc.ri.gov/eventsactions/docket/3766page.html
3765,"Renewable Energy Standard (""RES"") Charge Filing and RES Procurement Plan Filing",,National Grid,http://www.ripuc.ri.gov/eventsactions/docket/3765page.html
3764,Request for Approval of Fast Ferry Rate Filing,,Interstate Navigation Co.,http://www.ripuc.ri.gov/eventsactions/docket/3764page.html
3763,Tariff filing add language to the Residential Service Rate,,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/3763page.html
3762,"Application for approval of new rates designed to generate additional revenues in the amount of $2,438,522 or 27.15%",,Interstate Navigation Co.,http://www.ripuc.ri.gov/eventsactions/docket/3762page.html
3761,"Rulemaking to Amend 


 Rules and Regulations Governing the Termination of Residential Electric, Gas and Water Utility Service to Establish a Summer Moratorium",,George Wiley Center,http://www.ripuc.ri.gov/eventsactions/docket/3761page.html
3761,"Rulemaking to Amend 


 Rules and Regulations Governing the Termination of Residential Electric, Gas and Water Utility Service to Establish a Summer Moratorium",,"Petition to Institute a Summer Moratorium on Electric, Gas and Water Utility Shut-offs",http://www.ripuc.ri.gov/eventsactions/docket/3761page.html
3760,Annual Distribution Adjustment Charge Filing,,National Grid,http://www.ripuc.ri.gov/eventsactions/docket/3760page.html
3759,Implementation of the Requirements of the Energy Policy Act of 2005,,Commission,http://www.ripuc.ri.gov/eventsactions/docket/3759page.html
3758,Tariff filing to increase the month-to-month rate for Business Measured One-party Service (Business Basic Exchange Service ) and decrease the monthly rate for 24-month Term Commitment for Business Measured One-party Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3758-VRI(7-20-06).pdf
3757,"Tariff filing to introduce two new service packages for residential customers - ""Regional Essentials"" and ""Regional Value""",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3757-VRI(7-20-06).pdf
3756,Tariff filing to introduce changes to Verizon's Centrex Services,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3756-VRI(7-6-06).pdf
3755,Appeal pursuant to RIGL 39-1-30 seeking relief from a Notice of Violation issued by the Town of New Shoreham,,Block Island Power Co.,http://www.ripuc.ri.gov/eventsactions/docket/3755-BIPCO-Petition(7-22-06).pdf
3754,Tariff filing to propose a $1.00 decrease to the monthly recurring reduction for Lifelin,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3754-VRI(6-15-06).pdf
3753,Tariff filing to propose revisions to existing RI Integrated Services Digital Network - Primary Rate Interface (ISDN PRI) tariff,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3753-VRI(6-20-06).pdf
3752,Interconnection Agreement together w/ Amendment No. 1 to Agreement between Verizon RI and Ymax Communications Corp.,,Verizon Rhode Island,
3751,Tariff fiiling to propose increases to selected Value Added Services (VAS) for residence customers,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3751-VRI(6-15-06).pdf
3750,"Tariff filing to change rates for the Verizon Regional Package, the Verizon Regional Package Extra, and the Verizon Regional Package Unlimited",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3750-VRI(6-1-06).pdf
3749,Tariff filing to reduce the month-to-month rate for Digital Centrex Plus Service from $37.00 to $27.00,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3749-VRI(6-1-06).pdf
3748,"Tariff filing to change certain rates for the Unlimited Local Usage for Business, and Unlimited Local and Toll usage for Business Plans",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3748-VRI(6-1-06).pdf
3747,Tariff filing to grandfather termination and end-of-period options for the Business Exchange Measured Service 24-month term plan for customers of record on or before 6/28/06,6/28/06,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3747-VRI-(5-30-06).pdf
3746,"Tariff filing to amend RIPUC No. 1170, Basic Residential Rate A-16, to make clear that service under this rate is available to residential condominium associations for service provided to common areas and facilities",,Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/3746page.html
3745,Tariff filing to allow for the relocation of Digital Centrex Plus Service to another Verizon Telephone Company under certain conditions,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3745-VRI(5-11-06).pdf
3744,Tariff filing to amend RIPTA-Sponsored ferry transportation seasonal rates between Providence and Newport,,New England Fast Ferry,
3743,Request for Waiver of NANPA's decision denying Verizon RI request for 2500 numbers to permit VRI to offer service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3743-VRI(4-26-06).pdf
3742,"Rate application to implement the same fast ferry rates the PUC approved for Island Hi-Speed Ferry, LLC rates between Point Judith and Old Harbor, Block Island",,"Interstate Navigation, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/3742page.html
3741,Application for authority to operate as Competitive Local Exchange Carrier,,PaeTec Communications Inc.,
3740,Tariff filing to introduce new access line connections for Transparent LAN Service (TLS) and introduce Ethenet Virtual Circuites (EVCs) for Transparent LAN Ethernet Relay Services (ERS),,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3740-VRI(4-5-06).pdf
3739,Tariff filing to decrease the Standard Offer Service Rate from 10.0¢ per kWh to 9.4¢ per kWh,,Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/3739page.html
3738,Tariff filing to make administrative changes to Verizon Client Advantage Program for Regulated Services,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3738-VRI(3-31-06).pdf
3737,Tariff filing to withdraw optional Service Level 3 for Network View from its Enhanced Dedicated SONET Service (EDSS) Customer Service Management (CSM) offering,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3737-VRI(3-31-06).pdf
3736,Tariff filing to increase rates for RI Directory Listing Service and Directory Assistance Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3736-VRI(3-31--6).pdf
3735,"Proceeding Relating to YMax’s Tariff Filing dated May 31, 2012 Pursuant to FCC’s VoIP-PSTN Intercarrier Compensation Regime Established November 18, 2011 Order; and Application for Authority to Operate as Competitive Local Exchange Carrier",,YMax Communications Corp.,http://www.ripuc.ri.gov/eventsactions/docket/3735page.html
3734,"Tariff filing to increase the residence basic exchange rates for unlimited service and measured service. The proposed increase is $1.00 per month except for unlimited service in the Providence, Pawtucket, Cumberland Hill and Centerdale exchange groups which will increase by $0.50 per month",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3734-VRI(3-16-06).pdf
3733,Application for authority to operate as Competitive Local Exchange Carrier,,Telrite Corporation,
3732,Designation to PUC to Render an Advisory Opinion on need and cost-justification for Narragansett Electric d/b/a National Grid's proposal to construct and alter major energy facilities in Southern RI,,Energy Faciltiy Siting Board,http://www.ripuc.ri.gov/eventsactions/docket/3732page.html
3731,Rules and Regulations Establishing Minimum Efficiency Standards for Certain New Products Sold in Rhode Island,,Commission,http://www.ripuc.ri.gov/eventsactions/docket/3731page.html
3730,"Interconnection Agreement (ICA) Between Verizon New England d/b/a Verizon RI and Ernest Communications, Inc., together with Amendment No. 1 to the ICA",,Verizon Rhode Island,
3729,Application for authority to operate as Competitive Local Exchange Carrier (CLEC),,"LMDS Holdings, Inc.",
3728,Tariff filing for 2006 Summer Season,,Blackstone Valley Tourism Council,
3727,Tariff filing to revise the business late charge payment to 1.5% per month,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3727-VRI(2-16-06).pdf
3726,Tariff filing for 2006 Summer Season,,Jamestown &amp; Newport Ferry,
3725,Tariff filing to reduce the termination liability charge for FlexGrow customers who discontinue the service prior to the completion of a term commitment or minimum service period,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3725-VRI(2-3-06).pdf
3724,Tariff filing to introduce a Late Payment Charge of 1.5 per month for residential customers,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3724-VRI(2-3-06).pdf
3723,"Amended, Extended and Restated Interconnection Agreement (ICA) between Verizon NE, Inc. d/b/a Verizon RI and Covista , Inc. (dated 12/26/05) and together with Amendment No. 1 and 2 to the ICA",12/26/05,Verizon Rhode Island,
3722,"Tariff filing to introduce an optional feature, Premier Permanent Virtual Cicuit Service (Premiere PVC), as an enhancement to Frame Relay Service (RIPUC Tariff No. 15)",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3722-VRI(1-24-06).pdf
3721,Tariff filing to revise RIPUC Tariff No. 18 to add wire centers that no longer qualify for Unbundled Network Elements (UNEs),,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3721page.html
3720,Implementation of 811 as the Abbreviated Dialing Code for Providing Notification of Excavation Activities to Underground Facilty Operators Within RI,,"Dig Safe System, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/3720-DigSafe(1-4-06).pdf
3719,Application for authority to operate as Competitive Local Exchange Carrier,,"DSLnet Communications, LLC",
3718,Tariff filing to introduce the Customer Service Management (CSM) Optional Feature for Enhanced Dedicated SONET Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3718-VRI(12-28-05).pdf
3717,"Interconnection Agreement, together with Amendment 1 and Amendment No. 2, entered between Verizon and Pac-West Telecomm, Inc.,",,Verizon Rhode Island,
3716,Proposed Revision to Line Extension Policies,,Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/3716page.html
3715,"Tariff filing to introduce "" Verizon Client Advantage Programs for Regulated Services""",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3715-VRI(12-8-05).pdf
3714,Tariff filing to introduce two options for ISDN PRI customers - PRI Station Detail Billing and ISDN PRI Service Portability,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3714-VRI(11-30-05).pdf
3713,Application for authority to operate as Competitive Local Exchange Carrier,,Comtel Telcom Assets LP,
3712,Application for authority to operate as Competiive Local Exchange Carrier,,New Horizons Communications Corp.,
3711,Application for authority to operate as Competiive Local Exchange Carrier,,ClearLinx Network Corporation,
3710,Request for Approval of Dispensation of Settlement Proceeds (of $16.5 million),,Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/3710page.html
3709,"Annual Reconciliation of Standard Offer Service Rate, Transition Charge and Transmission Charge",,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/3709page.html
3708,Petition for review pursuant to RIGL 39-1-30 seeking nullification of an ordinance enacted by the City of Warwick,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3870page.html
3707,"Application for approval of new rates to generate additional revenue requirement (RR) of $3,108,471 or 5.10% to support a total cost RR in the amount of $64,040,242",,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/3707page.html
3706,Standard Offer Service Rate Adjustment Filing and Retail Rate Filing (Transmission Cost Adjustment and Transition Charge Adjustment Provision),,"Narragansett Electric Co. 
            d/b/a National Grid",http://www.ripuc.ri.gov/eventsactions/docket/3706page.html
3705,"Interconnection Agreement between Verizon New England d/b/a Verizon RI and Eureka Telecom, Inc. d/b/a Eureka Networks (dated 9/14/05), together with Amendment No. 1",9/14/05,Verizon Rhode Island,
3704,"Interconnection Agreement between Verizon New England d/b/a Verizon RI and Navigator Telecommunications, LLC (dated 10/7/05), together with Amendment Nos. 1 and 2 to the agreement",10/7/05,Verizon Rhode Island,
3703,"Tariff filing to introduce Verizon Client Advantage Program for Regulated Services (""VCAP-R"") - FILING WITHDRAWN",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3703-VRI(10-26-05).pdf
3702,Waiver Request for Number Block Release,,Cox RI Telcom LLC,http://www.ripuc.ri.gov/eventsactions/docket/3702-Cox(10-17-05).pdf
3701,Demand Side Management Programs for 2006,,"Narragansett Electric Co.
            d/b/a National Grid",http://www.ripuc.ri.gov/eventsactions/docket/3701page.html
3700,Demand Side Management Programs for 2006,,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/3700page.html
3699,Motion to Pass Through Wholesale Rate Increase requested by the Providence Water Supply Board,,Kent County Water Authority,http://www.ripuc.ri.gov/eventsactions/docket/3699page.html
3698,Application for authority to operate as Competiive Local Exchange Carrier,,"Pac-West Telecomm, Inc.",
3697,Tariff filing to introduce SONET Point-to-Point Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3697-VRI(9-22-05).pdf
3696,Gas Cost Recovery Charge Filing,,"National Grid, formerly New England Gas Co.",http://www.ripuc.ri.gov/eventsactions/docket/3696page.html
3695,Application for authority to operate as Competiive Local Exchange Carrier,,"CommPartners, LLC",
3694,"Tariff filing to exclude the offering of Verizon's Online 768 Kbps maximum speed service as a qualifier for the Verizon Bundle Discount found in the Verizon Regional Package Extra, Verizon Regional Package and Verizon Regional Package Unlimited",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3694-VRI(8-26-05).pdf
3693,Application for authority to operate as Competiive Local Exchange Carrier,,"Ernest Communications, Inc.",
3692,Successor Alternative Regulation Plan,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3692page.html
3691,Application for authority to operate as Competitive Local Exchange Carrier,,"Navigator Telecommunications, LLC",
3690,Distribution Adjustment Charge Filing,,"National Grid, formerly New England Gas Co.",http://www.ripuc.ri.gov/eventsactions/docket/3690page.html
3689,Standard Offfer Service Rate Adjustment Filing,,"Narragansett Electric Co.
            d/b/a National Grid",http://www.ripuc.ri.gov/eventsactions/docket/3689page.html
3688,Application for authority to operate as Competitive Local Exchange Carrier,,"Gillette Global Network, Inc.",
3687,Tariff filing to introduce Centrex Line Additive to the Corporate Rewards Optional Calling Plan,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3687-VRI(7-28-05).pdf
3686,Application for authority to operate as Competitive Local Exchange Carrier,,BellSouth Long Distance Inc.,
3685,"Tariff advice to amend the Commercial &amp; Industrial Rate to add language to allow Pascoag to bill at the highest demand recorded, when that level equals 15 kw or higher in any fifteen minute period",,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/3685page.html
3684,"Application to revise rates to generate additional revenues in the amount of $4,957,115 or 10.74%",,Providence Water Supply Board,http://www.ripuc.ri.gov/eventsactions/docket/3684page.html
3683,"Interconnection Agreement (ICA) and Amendment No. 1 to ICA between Verizon Rhode Island and Trans National Communications International, Inc.",,Verizon Rhode Island,
3682,Petition for Approval of Settlement Agreement and Related Transactions Pertaining to Certain Standard Offer Wholesale Supply Agreements,,Narragansett Electric Co.,http://www.ripuc.ri.gov/eventsactions/docket/3682page.html
3681,"Interconnection Agreement and Amendment No. 1 Between Verizon RI and OnFiber Carrier Services, Inc.",,Verizon Rhode Island,
3680,Implementation of the ISO-New England 2005 Load Response Program and Narragansett's Proposed 2005 Summer Load Curtailment Program,,Narragansett Electric Co.,http://www.ripuc.ri.gov/eventsactions/docket/3680page.html
3679,"Tariff Advice Filing to Amend RIPUC No. 1124 Terms and Conditions for Nonregulated Power Producers, specifically to permit electronic exchange between Company and Suppliers in order for supplier to obtain historical usage information using Electronic Data Interchange transaction process; and add Provision of Customer Lists to Suppliers",,Narragansett Electric Co.,http://www.ripuc.ri.gov/eventsactions/docket/3679page.html
3678,Tariff Advice Filing to Amend RIPUC No. 1154 Terms &amp; Conditions for Distribution Service and to Add RIPUC No. 1193 Off Cycle Meter Read for Switch of Supplier,,Narragansett Electric Co.,http://www.ripuc.ri.gov/eventsactions/docket/3678page.html
3677,Petition For Issuance of Emergency Order pursuant to R.I.G.L. 39-1-32; seeking that PUC order P&amp;W Railroad Co. to not interfere wth the continued use a pipeline by Mobil so long as it continues to pay its monthly rent; or negotiate a fair and reasonable lease,,Mobil Pipeline Company,http://www.ripuc.ri.gov/eventsactions/docket/3677-Mobil-Petition(4-29-05).pdf
3676,Administrative tariff filing to add clarifying language to Verizon RI's liability for damages or injuries as a result of customer-provided power supplies in RIPUC No. 15,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3676-VRI(4-29-05).pdf
3675,"Application for approval of new rates designed to generate additional revenue requirement (RR) in the amount of $1,852,451 or 23.3% to support a total RR in the amount of $9,801,199",,City of Newport Water Division,http://www.ripuc.ri.gov/eventsactions/docket/3675page.html
3674,"Application for approval of new rates designed to generate additional revenue requirement (RR) in the amount of $3,540,101 or 22% to support a total RR in the amount of $19,972,083",,Pawtucket Water Supply Board,http://www.ripuc.ri.gov/eventsactions/docket/3674page.html
3673,"Tariff filing to introduce One-Year Term Options for business customers who purchase the Unlimited Local Usage for Business and Unlimited Local and Toll Usage for Business plans (marketed as ""Freedom"" packages"")",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3673-VRI(4-18-05).pdf
3672,Administrative filing to clarify tariff language for ISDN PRI (Integrated Services Digital Network Primary Rate Interface) Services,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3672-VRI(4-11-05).pdf
3671,Tariff advice to change the Septic Tank Waste Discharge Fee in Schedule B,,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/3671page.html
3670,Application for authority to operate as Competitive Local Exchange Carrier,,"nni communications, LP",
3669,Petition for Exemption From Part II of Commission's Rule and Petition for Modification of Rate Order Nos. 17619 &amp; 17819 to allow IHSF to offer season's passes and volume discounts,,Island Hi-Speed Ferry LLC,http://www.ripuc.ri.gov/eventsactions/docket/3669page.html
3668,"Petition for Emergency Declaratory Relief by CLECs A.R.C. Networks, Inc., Broadview Networks, Broadview NP Acquisition Corp., DSCI Corp. and similarly situated CLECs to prevent Verizon RI from breaching its interconnection agreeements w/ petitioners",,Several Competitive Local Exchange Carriers (CLECs),http://www.ripuc.ri.gov/eventsactions/docket/3668page.html
3667,Request for a Waiver in Order to Request Additional Numbering Resources,,MCI Corporation,
3666,Application for authority to operate as Competitive Local Exchange Carrier,,"UCN, Inc.",
3665,Tariff filing to increase rates for Verizon's Directory Listing Services and Directory Assistance Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3665-VRI(3.2.05).pdf
3664,"Tariff filing proposing price increases to three Verizon Value Added Services (VAS) for business customers: Caller ID, Call Waiting ID Deluxe and Call Waiting ID with Name services",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3664-VRI(3.2.05).pdf
3663,Application for authority to operate as Competitive Local Exchange Carrier,,"Budget Phone, Inc.",
3662,"Tariff filing to revise RIPUC Tariff No. 18 to implement the FCC's new unbundled (UNE) rules regarding as set forth in the TRO Remand Order issued February 4, 2005",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3662page.html
3661,"Tariff filing proposal to increase the day, evening and night per minute rates for Residence Regional Toll Calling (Message Telecomunications Service (MTS)) and Sensible Minute Optional Toll Calling Plan",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3661-VRI(2.17.05).pdf
3660,"Application to implement new rates designed to generate additional operating revenues of $3,172,794 or 25% over currently authorized revenues",,Kent County Water Authority,http://www.ripuc.ri.gov/eventsactions/docket/3660page.html
3659,Negotiated Rulemaking to Promulgate Rules and Regulations to Implement a Renewable Energy Standard,,Commission,http://www.ripuc.ri.gov/eventsactions/docket/3659page.html
3658,Petition seeking resolution to a dispute between Interstate and the Town of Narragansett regarding the disposition of funds generated by RIGL 45-2-35.2,,Interstate Navigation Co.,
3657,"Reconciliation Tariff Filing to revise Standard Offer Service Rate, Transition Charge and Transmission Charge",,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/3657page.html
3656,Tariff advice to add language to Schedule A of tariff regarding eligibility requirements for discounted commuter tickets,,"Prudence Ferry, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/3656page.html
3655,"Application to implement new rates designed to generate additional operating revenues of $463,171 or 21.96% over currently authorized revenues",,Block Island Power Co.,http://www.ripuc.ri.gov/eventsactions/docket/3655page.html
3654,"Tariff filing to change existing Terms and Conditions (for billing and collection, shutoff and fines section of tariff)",,Prudence Island Utilities,http://www.ripuc.ri.gov/eventsactions/docket/3654-PIUC(12.17.04).pdf
3653,Tariff filing to grandfather INFOPATH Packet Switching Service,,Verizon Rhode Isalnd,http://www.ripuc.ri.gov/eventsactions/docket/3653-VRI(12.16.04).pdf
3652,"Tariff filing to introduce Ground Start provisioning, an additional provisioning option for Digital Centrex Service (Intellipath and Centrex Plus)",,Verizon Rhode Isalnd,http://www.ripuc.ri.gov/eventsactions/docket/3652-VRI(12.8.04).pdf
3651,"Investigation Into the Reasonableness, Prudency and Necessity of the Narragansett Bay Commission's Defined Benefit Plan for Non-Union Employees",,Commission,
3650,Interconnection Agreement between Verizon RI and Massachusetts Local Telepone Co. Inc.,,Verizon Rhode Island,
3649,Application for authority to operate as Competitive Local Exchange Carrier,,"OnFiber Carrier Services, Inc.",
3648,"Annual Rate Reconciliation Filing Proposing Adjustments to the Transmission Cost Adjustment Charge, Transition Charge and Standard Offer Service Rate",,Narragansett Electric Co.,http://www.ripuc.ri.gov/eventsactions/docket/3648page.html
3647,Application for authority to operate as Competitive Local Exchange Carrier,,XO Communications Services Inc.,
3646,Filing to introduce Business Traffic Study Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3646-VRI(10.28.04).pdf
3645,"Interconnection Agreement Between Verizon RI and BCN Telecom, Inc.",,Verizon Rhode Island,
3644,Interconnection Agreement Between Verizon RI and Southwestern Bell Communications d/b/a SBC Long Distance,,Verizon Rhode Island,
3643,Complaint Regarding Line Extension Rates of the Narragansett Electric Co.,,Scott M. Pollard,http://www.ripuc.ri.gov/eventsactions/docket/3643page.html
3642,Rules Governing Energy Source Disclosure Required Under R.I.G.L. Section 39-26-9,,Commission Initiated Rulemaking,http://www.ripuc.ri.gov/eventsactions/docket/3642page.html
3641,Filing to introduce Centrex CallMAX Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3641-VRI(10.8.04).pdf
3640,Complaint against Block Island Power Co. and request to investigate the Company's long range energy plan and rates,,Town of New Shoreham,
3639,Rate filing to generate revenues to cover debt service and debt service coverage for Capital Improvement Porgram projects,,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/3639page.html
3638,Proposed price increases to certain Verizon Value Added Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3638-VRI(10.1.04).pdf
3637,"Proposed increase to certqain rate elements for Pulsenet, Private Line, Superpath, Switchway, DovPath and Digipath Services",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3637-VIR(10.1.04).pdf
3636,Filing to replace tariff language that assesses non-recurring charges upon an end user who is acquired by Verizon by default when the reseller discontinues service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3636-VRI(9.27.04).pdf
3635,2005 Demand Side Management Programs,,Narragansett Electric,http://www.ripuc.ri.gov/eventsactions/docket/3635page.html
3634,Petition pursuant to RIGL 39-2-15.1 requesting that utiliyt wires be moved in order to facilitiate the move of two builinds to be use as affordable housing for low income persons,,Providence Housing Authority,
3633,Emergency Compliant for Declaratory Order and Emergency Motion to Enjoin Verizon from Undertaking Unilateral Action to Impair Broadband Service,,Covad Communications,
3632,Applications for authority to operate as Competitive Local Exchange Carrier,,Talk America Inc.,
3631,"Tariff filing to clarify language that triggers ""customer Redirect Cental Office"" service for NPA-NXX location",,Verizon Rhode Island,
3630,Tariff filng to introduce 1+Coin Rating Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3630-VRI(8.24.04).pdf
3629,Tariff filing to introduce Enhanced Dedicated SONET Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3629-VRI(8.12.04).pdf
3628,"Service Quality Plan 
 Proposal",,"Narragansett Electric 
            Company",http://www.ripuc.ri.gov/eventsactions/docket/3628page.html
3627,"Tariff filing to introduce Verizon Bundle 
 Discount",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3627-VRI(7.22.04).pdf
3626,Application to increase revenues by approximately $2 million,,Woonsocket Water Division,http://www.ripuc.ri.gov/eventsactions/docket/3626page.html
3625,Tariff filing to withdraw VOICEDIALING Service,,Verizon Rhode Island,
3624,Tariff filing to enhance existing Frame Relay Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3624-VRI(7.1.04).pdf
3623,Tariff filing to add an additional speed to its Transparent LAN Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3623-VRI(7.1.04).pdf
